Grid	Lat/Lon hddd.ddddd°
Datum	WGS 84

Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	ACTIVE LOG 003	06/12/2014 11:52:18 	1:07:06	59.4 km	53 kph	

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	N14.83917 W16.52871	06/12/2014 12:38:42 	44 m			80 m	0:00:05	57 kph	111° true
Trackpoint	N14.83881 W16.52811	06/12/2014 12:38:46 	44 m			76 m	0:00:04	68 kph	122° true
Trackpoint	N14.83794 W16.52703	06/12/2014 12:38:53 	44 m			152 m	0:00:07	78 kph	129° true
Trackpoint	N14.83757 W16.52663	06/12/2014 12:38:56 	43 m			59 m	0:00:03	71 kph	134° true
Trackpoint	N14.83698 W16.52645	06/12/2014 12:39:01 	42 m			69 m	0:00:05	50 kph	164° true
Trackpoint	N14.83567 W16.52561	06/12/2014 12:39:09 	42 m			172 m	0:00:08	77 kph	148° true
Trackpoint	N14.83451 W16.52484	06/12/2014 12:39:15 	44 m			154 m	0:00:06	92 kph	147° true
Trackpoint	N14.83415 W16.52465	06/12/2014 12:39:17 	45 m			45 m	0:00:02	80 kph	153° true
Trackpoint	N14.83383 W16.52444	06/12/2014 12:39:19 	44 m			42 m	0:00:02	76 kph	148° true
Trackpoint	N14.83317 W16.52365	06/12/2014 12:39:24 	41 m			113 m	0:00:05	81 kph	130° true
Trackpoint	N14.83203 W16.52250	06/12/2014 12:39:31 	41 m			177 m	0:00:07	91 kph	136° true
Trackpoint	N14.83151 W16.52215	06/12/2014 12:39:34 	42 m			70 m	0:00:03	83 kph	147° true
Trackpoint	N14.83110 W16.52169	06/12/2014 12:39:38 	43 m			68 m	0:00:04	61 kph	133° true
Trackpoint	N14.83061 W16.52124	06/12/2014 12:39:44 	42 m			73 m	0:00:06	44 kph	139° true
Trackpoint	N14.82976 W16.52072	06/12/2014 12:39:56 	43 m			109 m	0:00:12	33 kph	149° true
Trackpoint	N14.82877 W16.52036	06/12/2014 12:40:09 	43 m			117 m	0:00:13	32 kph	161° true
Trackpoint	N14.82720 W16.52006	06/12/2014 12:40:27 	42 m			178 m	0:00:18	36 kph	169° true
Trackpoint	N14.82624 W16.52008	06/12/2014 12:40:37 	40 m			107 m	0:00:10	38 kph	181° true
Trackpoint	N14.82537 W16.52066	06/12/2014 12:40:46 	39 m			116 m	0:00:09	46 kph	213° true
Trackpoint	N14.82432 W16.52143	06/12/2014 12:40:52 	39 m			143 m	0:00:06	86 kph	215° true
Trackpoint	N14.82314 W16.52217	06/12/2014 12:40:58 	39 m			154 m	0:00:06	93 kph	211° true
Trackpoint	N14.82275 W16.52237	06/12/2014 12:41:01 	40 m			48 m	0:00:03	57 kph	207° true
Trackpoint	N14.82257 W16.52250	06/12/2014 12:41:03 	40 m			25 m	0:00:02	45 kph	213° true
Trackpoint	N14.82239 W16.52227	06/12/2014 12:41:09 	40 m			32 m	0:00:06	19 kph	129° true
Trackpoint	N14.82238 W16.52203	06/12/2014 12:41:11 	39 m			26 m	0:00:02	46 kph	91° true
Trackpoint	N14.82222 W16.52137	06/12/2014 12:41:15 	40 m			73 m	0:00:04	66 kph	104° true
Trackpoint	N14.82208 W16.52039	06/12/2014 12:41:20 	42 m			107 m	0:00:05	77 kph	98° true
Trackpoint	N14.82178 W16.51938	06/12/2014 12:41:26 	40 m			114 m	0:00:06	68 kph	107° true
Trackpoint	N14.82151 W16.51856	06/12/2014 12:41:30 	40 m			94 m	0:00:04	85 kph	108° true
Trackpoint	N14.82121 W16.51787	06/12/2014 12:41:34 	42 m			81 m	0:00:04	73 kph	115° true
Trackpoint	N14.82110 W16.51758	06/12/2014 12:41:36 	42 m			33 m	0:00:02	60 kph	110° true
Trackpoint	N14.82072 W16.51740	06/12/2014 12:41:41 	41 m			47 m	0:00:05	34 kph	156° true
Trackpoint	N14.82030 W16.51744	06/12/2014 12:41:44 	41 m			47 m	0:00:03	56 kph	186° true
Trackpoint	N14.81997 W16.51745	06/12/2014 12:41:46 	40 m			38 m	0:00:02	68 kph	180° true
Trackpoint	N14.81916 W16.51764	06/12/2014 12:41:50 	39 m			92 m	0:00:04	83 kph	193° true
Trackpoint	N14.81802 W16.51771	06/12/2014 12:41:55 	37 m			127 m	0:00:05	91 kph	183° true
Trackpoint	N14.81664 W16.51732	06/12/2014 12:42:02 	40 m			160 m	0:00:07	82 kph	165° true
Trackpoint	N14.81626 W16.51719	06/12/2014 12:42:04 	40 m			44 m	0:00:02	79 kph	161° true
Trackpoint	N14.81558 W16.51716	06/12/2014 12:42:09 	39 m			76 m	0:00:05	55 kph	177° true
Trackpoint	N14.81558 W16.51694	06/12/2014 12:42:13 	39 m			23 m	0:00:04	21 kph	91° true
Trackpoint	N14.81593 W16.51648	06/12/2014 12:42:18 	40 m			64 m	0:00:05	46 kph	52° true
Trackpoint	N14.81663 W16.51525	06/12/2014 12:42:25 	41 m			153 m	0:00:07	79 kph	60° true
Trackpoint	N14.81739 W16.51380	06/12/2014 12:42:32 	41 m			178 m	0:00:07	92 kph	62° true
Trackpoint	N14.81833 W16.51253	06/12/2014 12:42:39 	41 m			172 m	0:00:07	88 kph	53° true
Trackpoint	N14.81855 W16.51217	06/12/2014 12:42:41 	41 m			46 m	0:00:02	82 kph	57° true
Trackpoint	N14.81965 W16.51102	06/12/2014 12:42:48 	42 m			174 m	0:00:07	90 kph	46° true
Trackpoint	N14.81973 W16.51093	06/12/2014 12:42:49 	42 m			13 m	0:00:01	47 kph	42° true
Trackpoint	N14.81959 W16.51065	06/12/2014 12:42:54 	41 m			34 m	0:00:05	25 kph	118° true
Trackpoint	N14.81923 W16.51047	06/12/2014 12:42:57 	41 m			45 m	0:00:03	54 kph	154° true
Trackpoint	N14.81850 W16.50960	06/12/2014 12:43:03 	41 m			124 m	0:00:06	74 kph	131° true
Trackpoint	N14.81796 W16.50888	06/12/2014 12:43:07 	41 m			98 m	0:00:04	88 kph	128° true
Trackpoint	N14.81767 W16.50815	06/12/2014 12:43:11 	41 m			85 m	0:00:04	76 kph	113° true
Trackpoint	N14.81751 W16.50775	06/12/2014 12:43:13 	40 m			47 m	0:00:02	85 kph	112° true
Trackpoint	N14.81685 W16.50672	06/12/2014 12:43:19 	38 m			132 m	0:00:06	79 kph	124° true
Trackpoint	N14.81672 W16.50649	06/12/2014 12:43:21 	38 m			28 m	0:00:02	51 kph	120° true
Trackpoint	N14.81681 W16.50593	06/12/2014 12:43:27 	38 m			61 m	0:00:06	37 kph	82° true
Trackpoint	N14.81692 W16.50579	06/12/2014 12:43:29 	38 m			20 m	0:00:02	36 kph	51° true
Trackpoint	N14.81720 W16.50556	06/12/2014 12:43:33 	38 m			40 m	0:00:04	36 kph	38° true
Trackpoint	N14.81727 W16.50524	06/12/2014 12:43:38 	39 m			35 m	0:00:05	25 kph	76° true
Trackpoint	N14.81706 W16.50452	06/12/2014 12:43:47 	38 m			81 m	0:00:09	32 kph	107° true
Trackpoint	N14.81694 W16.50425	06/12/2014 12:43:52 	38 m			33 m	0:00:05	24 kph	116° true
Trackpoint	N14.81693 W16.50413	06/12/2014 12:43:54 	39 m			12 m	0:00:02	22 kph	94° true
Trackpoint	N14.81653 W16.50370	06/12/2014 12:44:00 	38 m			64 m	0:00:06	39 kph	134° true
Trackpoint	N14.81630 W16.50363	06/12/2014 12:44:02 	37 m			26 m	0:00:02	47 kph	164° true
Trackpoint	N14.81599 W16.50358	06/12/2014 12:44:05 	37 m			36 m	0:00:03	43 kph	170° true
Trackpoint	N14.81531 W16.50356	06/12/2014 12:44:12 	36 m			75 m	0:00:07	39 kph	179° true
Trackpoint	N14.81445 W16.50329	06/12/2014 12:44:20 	34 m			100 m	0:00:08	45 kph	163° true
Trackpoint	N14.81416 W16.50318	06/12/2014 12:44:22 	34 m			35 m	0:00:02	63 kph	160° true
Trackpoint	N14.81314 W16.50253	06/12/2014 12:44:28 	34 m			134 m	0:00:06	80 kph	148° true
Trackpoint	N14.81275 W16.50232	06/12/2014 12:44:30 	34 m			49 m	0:00:02	88 kph	153° true
Trackpoint	N14.81217 W16.50173	06/12/2014 12:44:34 	33 m			90 m	0:00:04	81 kph	136° true
Trackpoint	N14.81089 W16.50055	06/12/2014 12:44:41 	32 m			191 m	0:00:07	98 kph	138° true
Trackpoint	N14.81071 W16.50039	06/12/2014 12:44:42 	32 m			26 m	0:00:01	93 kph	138° true
Trackpoint	N14.81027 W16.49983	06/12/2014 12:44:45 	33 m			78 m	0:00:03	93 kph	130° true
Trackpoint	N14.80941 W16.49850	06/12/2014 12:44:52 	33 m			173 m	0:00:07	89 kph	124° true
Trackpoint	N14.80887 W16.49739	06/12/2014 12:44:58 	32 m			134 m	0:00:06	80 kph	117° true
Trackpoint	N14.80856 W16.49739	06/12/2014 12:45:03 	32 m			34 m	0:00:05	25 kph	181° true
Trackpoint	N14.80843 W16.49758	06/12/2014 12:45:05 	32 m			25 m	0:00:02	45 kph	234° true
Trackpoint	N14.80791 W16.49795	06/12/2014 12:45:10 	31 m			70 m	0:00:05	50 kph	215° true
Trackpoint	N14.80724 W16.49811	06/12/2014 12:45:15 	32 m			77 m	0:00:05	56 kph	193° true
Trackpoint	N14.80690 W16.49809	06/12/2014 12:45:19 	33 m			37 m	0:00:04	34 kph	176° true
Trackpoint	N14.80664 W16.49802	06/12/2014 12:45:21 	33 m			30 m	0:00:02	54 kph	166° true
Trackpoint	N14.80635 W16.49789	06/12/2014 12:45:23 	32 m			35 m	0:00:02	64 kph	156° true
Trackpoint	N14.80595 W16.49776	06/12/2014 12:45:26 	31 m			47 m	0:00:03	56 kph	162° true
Trackpoint	N14.80460 W16.49746	06/12/2014 12:45:33 	29 m			153 m	0:00:07	79 kph	168° true
Trackpoint	N14.80329 W16.49704	06/12/2014 12:45:40 	29 m			153 m	0:00:07	79 kph	163° true
Trackpoint	N14.80210 W16.49732	06/12/2014 12:45:47 	29 m			136 m	0:00:07	70 kph	193° true
Trackpoint	N14.80129 W16.49748	06/12/2014 12:45:51 	29 m			92 m	0:00:04	83 kph	191° true
Trackpoint	N14.79989 W16.49802	06/12/2014 12:45:57 	27 m			166 m	0:00:06	100 kph	200° true
Trackpoint	N14.79799 W16.49866	06/12/2014 12:46:04 	27 m			222 m	0:00:07	114 kph	198° true
Trackpoint	N14.79637 W16.49871	06/12/2014 12:46:10 	28 m			181 m	0:00:06	108 kph	182° true
Trackpoint	N14.79484 W16.49883	06/12/2014 12:46:16 	29 m			171 m	0:00:06	102 kph	185° true
Trackpoint	N14.79413 W16.49902	06/12/2014 12:46:20 	30 m			82 m	0:00:04	73 kph	194° true
Trackpoint	N14.79384 W16.49901	06/12/2014 12:46:23 	31 m			33 m	0:00:03	39 kph	178° true
Trackpoint	N14.79355 W16.49877	06/12/2014 12:46:27 	32 m			41 m	0:00:04	37 kph	141° true
Trackpoint	N14.79296 W16.49796	06/12/2014 12:46:37 	32 m			110 m	0:00:10	39 kph	127° true
Trackpoint	N14.79269 W16.49777	06/12/2014 12:46:41 	32 m			37 m	0:00:04	33 kph	147° true
Trackpoint	N14.79215 W16.49757	06/12/2014 12:46:47 	32 m			63 m	0:00:06	38 kph	160° true
Trackpoint	N14.79177 W16.49751	06/12/2014 12:46:52 	31 m			44 m	0:00:05	31 kph	172° true
Trackpoint	N14.79153 W16.49757	06/12/2014 12:46:55 	31 m			27 m	0:00:03	32 kph	194° true
Trackpoint	N14.79108 W16.49749	06/12/2014 12:47:02 	32 m			51 m	0:00:07	26 kph	170° true
Trackpoint	N14.79093 W16.49742	06/12/2014 12:47:04 	32 m			19 m	0:00:02	33 kph	156° true
Trackpoint	N14.79088 W16.49711	06/12/2014 12:47:09 	33 m			34 m	0:00:05	24 kph	100° true
Trackpoint	N14.79080 W16.49679	06/12/2014 12:47:15 	32 m			36 m	0:00:06	21 kph	104° true
Trackpoint	N14.79072 W16.49673	06/12/2014 12:47:16 	32 m			11 m	0:00:01	41 kph	149° true
Trackpoint	N14.79053 W16.49662	06/12/2014 12:47:18 	32 m			23 m	0:00:02	42 kph	150° true
Trackpoint	N14.79043 W16.49607	06/12/2014 12:47:24 	32 m			61 m	0:00:06	37 kph	101° true
Trackpoint	N14.79053 W16.49578	06/12/2014 12:47:26 	32 m			33 m	0:00:02	59 kph	71° true
Trackpoint	N14.79082 W16.49512	06/12/2014 12:47:31 	32 m			78 m	0:00:05	56 kph	65° true
Trackpoint	N14.79058 W16.49468	06/12/2014 12:47:37 	32 m			54 m	0:00:06	33 kph	119° true
Trackpoint	N14.79002 W16.49454	06/12/2014 12:47:42 	32 m			65 m	0:00:05	47 kph	167° true
Trackpoint	N14.78992 W16.49430	06/12/2014 12:47:44 	32 m			28 m	0:00:02	51 kph	112° true
Trackpoint	N14.78955 W16.49324	06/12/2014 12:47:50 	32 m			121 m	0:00:06	73 kph	110° true
Trackpoint	N14.78879 W16.49186	06/12/2014 12:47:57 	34 m			171 m	0:00:07	88 kph	119° true
Trackpoint	N14.78859 W16.49154	06/12/2014 12:47:59 	34 m			40 m	0:00:02	73 kph	123° true
Trackpoint	N14.78828 W16.49119	06/12/2014 12:48:02 	34 m			51 m	0:00:03	62 kph	133° true
Trackpoint	N14.78763 W16.49016	06/12/2014 12:48:09 	35 m			133 m	0:00:07	68 kph	123° true
Trackpoint	N14.78753 W16.49002	06/12/2014 12:48:10 	35 m			19 m	0:00:01	68 kph	127° true
Trackpoint	N14.78700 W16.48943	06/12/2014 12:48:14 	34 m			86 m	0:00:04	78 kph	132° true
Trackpoint	N14.78662 W16.48894	06/12/2014 12:48:17 	34 m			68 m	0:00:03	81 kph	129° true
Trackpoint	N14.78638 W16.48870	06/12/2014 12:48:19 	33 m			38 m	0:00:02	68 kph	136° true
Trackpoint	N14.78612 W16.48826	06/12/2014 12:48:22 	33 m			56 m	0:00:03	67 kph	121° true
Trackpoint	N14.78551 W16.48732	06/12/2014 12:48:28 	34 m			122 m	0:00:06	73 kph	124° true
Trackpoint	N14.78523 W16.48683	06/12/2014 12:48:32 	35 m			61 m	0:00:04	55 kph	121° true
Trackpoint	N14.78473 W16.48631	06/12/2014 12:48:38 	36 m			78 m	0:00:06	47 kph	134° true
Trackpoint	N14.78437 W16.48649	06/12/2014 12:48:41 	35 m			45 m	0:00:03	54 kph	206° true
Trackpoint	N14.78325 W16.48727	06/12/2014 12:48:48 	33 m			150 m	0:00:07	77 kph	214° true
Trackpoint	N14.78199 W16.48795	06/12/2014 12:48:55 	32 m			158 m	0:00:07	81 kph	208° true
Trackpoint	N14.78154 W16.48783	06/12/2014 12:48:59 	33 m			52 m	0:00:04	47 kph	165° true
Trackpoint	N14.78116 W16.48753	06/12/2014 12:49:02 	31 m			54 m	0:00:03	64 kph	143° true
Trackpoint	N14.78000 W16.48653	06/12/2014 12:49:09 	30 m			168 m	0:00:07	86 kph	140° true
Trackpoint	N14.77963 W16.48581	06/12/2014 12:49:14 	30 m			88 m	0:00:05	63 kph	118° true
Trackpoint	N14.77961 W16.48507	06/12/2014 12:49:18 	30 m			80 m	0:00:04	72 kph	92° true
Trackpoint	N14.77956 W16.48473	06/12/2014 12:49:20 	30 m			38 m	0:00:02	68 kph	99° true
Trackpoint	N14.77956 W16.48419	06/12/2014 12:49:23 	29 m			58 m	0:00:03	69 kph	90° true
Trackpoint	N14.77942 W16.48355	06/12/2014 12:49:27 	31 m			71 m	0:00:04	64 kph	103° true
Trackpoint	N14.77930 W16.48284	06/12/2014 12:49:32 	32 m			77 m	0:00:05	56 kph	100° true
Trackpoint	N14.77957 W16.48235	06/12/2014 12:49:37 	32 m			60 m	0:00:05	43 kph	60° true
Trackpoint	N14.77973 W16.48166	06/12/2014 12:49:42 	32 m			76 m	0:00:05	55 kph	76° true
Trackpoint	N14.77953 W16.48099	06/12/2014 12:49:46 	29 m			76 m	0:00:04	68 kph	107° true
Trackpoint	N14.77937 W16.47960	06/12/2014 12:49:54 	29 m			151 m	0:00:08	68 kph	97° true
Trackpoint	N14.77937 W16.47946	06/12/2014 12:49:55 	29 m			14 m	0:00:01	51 kph	91° true
Trackpoint	N14.77904 W16.47899	06/12/2014 12:50:01 	31 m			63 m	0:00:06	38 kph	125° true
Trackpoint	N14.77892 W16.47889	06/12/2014 12:50:03 	31 m			17 m	0:00:02	30 kph	140° true
Trackpoint	N14.77870 W16.47826	06/12/2014 12:50:09 	33 m			72 m	0:00:06	43 kph	110° true
Trackpoint	N14.77856 W16.47773	06/12/2014 12:50:13 	33 m			59 m	0:00:04	53 kph	106° true
Trackpoint	N14.77833 W16.47737	06/12/2014 12:50:17 	33 m			46 m	0:00:04	42 kph	123° true
Trackpoint	N14.77794 W16.47715	06/12/2014 12:50:21 	32 m			50 m	0:00:04	45 kph	151° true
Trackpoint	N14.77719 W16.47702	06/12/2014 12:50:27 	29 m			84 m	0:00:06	51 kph	171° true
Trackpoint	N14.77678 W16.47680	06/12/2014 12:50:31 	28 m			52 m	0:00:04	47 kph	152° true
Trackpoint	N14.77624 W16.47679	06/12/2014 12:50:36 	28 m			60 m	0:00:05	43 kph	179° true
Trackpoint	N14.77536 W16.47728	06/12/2014 12:50:43 	27 m			112 m	0:00:07	58 kph	208° true
Trackpoint	N14.77509 W16.47742	06/12/2014 12:50:45 	27 m			33 m	0:00:02	59 kph	207° true
Trackpoint	N14.77421 W16.47739	06/12/2014 12:50:51 	26 m			99 m	0:00:06	59 kph	178° true
Trackpoint	N14.77394 W16.47699	06/12/2014 12:50:55 	28 m			53 m	0:00:04	47 kph	124° true
Trackpoint	N14.77393 W16.47685	06/12/2014 12:50:56 	28 m			15 m	0:00:01	55 kph	94° true
Trackpoint	N14.77367 W16.47550	06/12/2014 12:51:04 	27 m			148 m	0:00:08	67 kph	102° true
Trackpoint	N14.77333 W16.47494	06/12/2014 12:51:08 	28 m			71 m	0:00:04	64 kph	122° true
Trackpoint	N14.77263 W16.47385	06/12/2014 12:51:15 	27 m			141 m	0:00:07	73 kph	124° true
Trackpoint	N14.77220 W16.47268	06/12/2014 12:51:21 	28 m			135 m	0:00:06	81 kph	111° true
Trackpoint	N14.77200 W16.47200	06/12/2014 12:51:24 	28 m			76 m	0:00:03	91 kph	107° true
Trackpoint	N14.77164 W16.47035	06/12/2014 12:51:32 	28 m			183 m	0:00:08	82 kph	103° true
Trackpoint	N14.77157 W16.46889	06/12/2014 12:51:39 	28 m			157 m	0:00:07	81 kph	93° true
Trackpoint	N14.77157 W16.46876	06/12/2014 12:51:40 	28 m			14 m	0:00:01	52 kph	89° true
Trackpoint	N14.77134 W16.46857	06/12/2014 12:51:45 	28 m			33 m	0:00:05	24 kph	142° true
Trackpoint	N14.77097 W16.46866	06/12/2014 12:51:48 	27 m			42 m	0:00:03	51 kph	193° true
Trackpoint	N14.77053 W16.46855	06/12/2014 12:51:52 	27 m			50 m	0:00:04	45 kph	166° true
Trackpoint	N14.77012 W16.46837	06/12/2014 12:51:55 	26 m			50 m	0:00:03	60 kph	157° true
Trackpoint	N14.76949 W16.46842	06/12/2014 12:51:59 	26 m			70 m	0:00:04	63 kph	185° true
Trackpoint	N14.76845 W16.46880	06/12/2014 12:52:04 	27 m			122 m	0:00:05	88 kph	200° true
Trackpoint	N14.76667 W16.46919	06/12/2014 12:52:11 	26 m			203 m	0:00:07	104 kph	192° true
Trackpoint	N14.76576 W16.46939	06/12/2014 12:52:15 	25 m			104 m	0:00:04	93 kph	192° true
Trackpoint	N14.76441 W16.46971	06/12/2014 12:52:21 	26 m			155 m	0:00:06	93 kph	193° true
Trackpoint	N14.76380 W16.46978	06/12/2014 12:52:24 	27 m			67 m	0:00:03	81 kph	186° true
Trackpoint	N14.76357 W16.47010	06/12/2014 12:52:29 	27 m			44 m	0:00:05	31 kph	233° true
Trackpoint	N14.76357 W16.47069	06/12/2014 12:52:34 	26 m			63 m	0:00:05	45 kph	270° true
Trackpoint	N14.76328 W16.47105	06/12/2014 12:52:37 	26 m			50 m	0:00:03	60 kph	231° true
Trackpoint	N14.76295 W16.47141	06/12/2014 12:52:40 	26 m			54 m	0:00:03	65 kph	227° true
Trackpoint	N14.76275 W16.47158	06/12/2014 12:52:42 	25 m			29 m	0:00:02	52 kph	220° true
Trackpoint	N14.76219 W16.47186	06/12/2014 12:52:47 	24 m			69 m	0:00:05	50 kph	206° true
Trackpoint	N14.76178 W16.47196	06/12/2014 12:52:50 	25 m			46 m	0:00:03	56 kph	193° true
Trackpoint	N14.76126 W16.47190	06/12/2014 12:52:54 	25 m			58 m	0:00:04	52 kph	174° true
Trackpoint	N14.76026 W16.47136	06/12/2014 12:53:00 	25 m			126 m	0:00:06	75 kph	152° true
Trackpoint	N14.75949 W16.47105	06/12/2014 12:53:04 	26 m			92 m	0:00:04	83 kph	158° true
Trackpoint	N14.75836 W16.47113	06/12/2014 12:53:10 	24 m			126 m	0:00:06	76 kph	184° true
Trackpoint	N14.75800 W16.47124	06/12/2014 12:53:12 	24 m			42 m	0:00:02	76 kph	196° true
Trackpoint	N14.75697 W16.47186	06/12/2014 12:53:18 	23 m			133 m	0:00:06	80 kph	210° true
Trackpoint	N14.75576 W16.47242	06/12/2014 12:53:24 	23 m			148 m	0:00:06	89 kph	204° true
Trackpoint	N14.75406 W16.47271	06/12/2014 12:53:31 	24 m			192 m	0:00:07	98 kph	189° true
Trackpoint	N14.75317 W16.47277	06/12/2014 12:53:35 	25 m			99 m	0:00:04	89 kph	184° true
Trackpoint	N14.75257 W16.47311	06/12/2014 12:53:39 	25 m			76 m	0:00:04	69 kph	208° true
Trackpoint	N14.75142 W16.47392	06/12/2014 12:53:46 	24 m			155 m	0:00:07	80 kph	214° true
Trackpoint	N14.75107 W16.47419	06/12/2014 12:53:48 	23 m			48 m	0:00:02	87 kph	217° true
Trackpoint	N14.75063 W16.47483	06/12/2014 12:53:52 	24 m			84 m	0:00:04	76 kph	234° true
Trackpoint	N14.74975 W16.47569	06/12/2014 12:53:58 	23 m			135 m	0:00:06	81 kph	224° true
Trackpoint	N14.74892 W16.47603	06/12/2014 12:54:03 	23 m			99 m	0:00:05	71 kph	201° true
Trackpoint	N14.74732 W16.47672	06/12/2014 12:54:11 	23 m			193 m	0:00:08	87 kph	203° true
Trackpoint	N14.74636 W16.47703	06/12/2014 12:54:15 	24 m			112 m	0:00:04	100 kph	198° true
Trackpoint	N14.74528 W16.47781	06/12/2014 12:54:21 	22 m			147 m	0:00:06	88 kph	215° true
Trackpoint	N14.74414 W16.47863	06/12/2014 12:54:27 	20 m			154 m	0:00:06	92 kph	215° true
Trackpoint	N14.74380 W16.47888	06/12/2014 12:54:29 	20 m			47 m	0:00:02	84 kph	214° true
Trackpoint	N14.74340 W16.47923	06/12/2014 12:54:32 	20 m			58 m	0:00:03	69 kph	220° true
Trackpoint	N14.74300 W16.47925	06/12/2014 12:54:36 	20 m			45 m	0:00:04	41 kph	184° true
Trackpoint	N14.74210 W16.47910	06/12/2014 12:54:42 	21 m			102 m	0:00:06	61 kph	170° true
Trackpoint	N14.74041 W16.47903	06/12/2014 12:54:50 	22 m			188 m	0:00:08	85 kph	178° true
Trackpoint	N14.73870 W16.47898	06/12/2014 12:54:57 	21 m			190 m	0:00:07	98 kph	178° true
Trackpoint	N14.73821 W16.47904	06/12/2014 12:54:59 	21 m			55 m	0:00:02	100 kph	186° true
Trackpoint	N14.73668 W16.47886	06/12/2014 12:55:05 	23 m			171 m	0:00:06	103 kph	174° true
Trackpoint	N14.73623 W16.47883	06/12/2014 12:55:07 	23 m			50 m	0:00:02	90 kph	176° true
Trackpoint	N14.73526 W16.47890	06/12/2014 12:55:11 	21 m			108 m	0:00:04	97 kph	184° true
Trackpoint	N14.73461 W16.47885	06/12/2014 12:55:14 	20 m			73 m	0:00:03	87 kph	176° true
Trackpoint	N14.73423 W16.47888	06/12/2014 12:55:16 	20 m			42 m	0:00:02	76 kph	184° true
Trackpoint	N14.73310 W16.47859	06/12/2014 12:55:22 	22 m			130 m	0:00:06	78 kph	166° true
Trackpoint	N14.73287 W16.47854	06/12/2014 12:55:24 	22 m			26 m	0:00:02	47 kph	167° true
Trackpoint	N14.73274 W16.47812	06/12/2014 12:55:29 	23 m			48 m	0:00:05	34 kph	108° true
Trackpoint	N14.73306 W16.47770	06/12/2014 12:55:33 	24 m			57 m	0:00:04	52 kph	52° true
Trackpoint	N14.73316 W16.47760	06/12/2014 12:55:34 	23 m			15 m	0:00:01	55 kph	42° true
Trackpoint	N14.73353 W16.47718	06/12/2014 12:55:38 	23 m			61 m	0:00:04	55 kph	48° true
Trackpoint	N14.73382 W16.47617	06/12/2014 12:55:44 	23 m			114 m	0:00:06	68 kph	74° true
Trackpoint	N14.73405 W16.47499	06/12/2014 12:55:50 	22 m			129 m	0:00:06	77 kph	79° true
Trackpoint	N14.73419 W16.47459	06/12/2014 12:55:52 	23 m			47 m	0:00:02	84 kph	70° true
Trackpoint	N14.73462 W16.47392	06/12/2014 12:55:57 	23 m			86 m	0:00:05	62 kph	56° true
Trackpoint	N14.73454 W16.47337	06/12/2014 12:56:03 	23 m			60 m	0:00:06	36 kph	99° true
Trackpoint	N14.73443 W16.47334	06/12/2014 12:56:04 	23 m			12 m	0:00:01	44 kph	167° true
Trackpoint	N14.73331 W16.47290	06/12/2014 12:56:11 	24 m			134 m	0:00:07	69 kph	159° true
Trackpoint	N14.73226 W16.47251	06/12/2014 12:56:17 	23 m			125 m	0:00:06	75 kph	161° true
Trackpoint	N14.73150 W16.47183	06/12/2014 12:56:24 	23 m			112 m	0:00:07	57 kph	139° true
Trackpoint	N14.73096 W16.47113	06/12/2014 12:56:33 	23 m			96 m	0:00:09	38 kph	129° true
Trackpoint	N14.73091 W16.47106	06/12/2014 12:56:34 	22 m			10 m	0:00:01	37 kph	124° true
Trackpoint	N14.73063 W16.47080	06/12/2014 12:56:39 	23 m			42 m	0:00:05	30 kph	139° true
Trackpoint	N14.72977 W16.47030	06/12/2014 12:56:49 	23 m			110 m	0:00:10	39 kph	150° true
Trackpoint	N14.72970 W16.47025	06/12/2014 12:56:50 	22 m			10 m	0:00:01	35 kph	146° true
Trackpoint	N14.72961 W16.46972	06/12/2014 12:56:56 	22 m			57 m	0:00:06	34 kph	99° true
Trackpoint	N14.72960 W16.46961	06/12/2014 12:56:57 	22 m			11 m	0:00:01	41 kph	97° true
Trackpoint	N14.72921 W16.46869	06/12/2014 12:57:04 	24 m			109 m	0:00:07	56 kph	114° true
Trackpoint	N14.72857 W16.46746	06/12/2014 12:57:10 	24 m			150 m	0:00:06	90 kph	118° true
Trackpoint	N14.72838 W16.46699	06/12/2014 12:57:12 	24 m			54 m	0:00:02	98 kph	113° true
Trackpoint	N14.72729 W16.46531	06/12/2014 12:57:20 	22 m			218 m	0:00:08	98 kph	124° true
Trackpoint	N14.72676 W16.46425	06/12/2014 12:57:25 	23 m			129 m	0:00:05	93 kph	117° true
Trackpoint	N14.72549 W16.46233	06/12/2014 12:57:34 	23 m			250 m	0:00:09	100 kph	124° true
Trackpoint	N14.72514 W16.46172	06/12/2014 12:57:38 	24 m			76 m	0:00:04	68 kph	121° true
Trackpoint	N14.72481 W16.46138	06/12/2014 12:57:44 	24 m			52 m	0:00:06	31 kph	134° true
Trackpoint	N14.72478 W16.46131	06/12/2014 12:57:48 	24 m			8 m	0:00:04	8 kph	118° true
Trackpoint	N14.72495 W16.46129	06/12/2014 12:57:54 	25 m			19 m	0:00:06	12 kph	7° true
Trackpoint	N14.72497 W16.46132	06/12/2014 12:57:55 	25 m			4 m	0:00:01	16 kph	303° true
Trackpoint	N14.72515 W16.46165	06/12/2014 12:58:02 	26 m			40 m	0:00:07	21 kph	299° true
Trackpoint	N14.72528 W16.46175	06/12/2014 12:58:05 	26 m			18 m	0:00:03	22 kph	324° true
