Grid	Lat/Lon hddd.ddddd°
Datum	WGS 84

Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	ACTIVE LOG 003	06/12/2014 11:52:18 	1:07:06	59.4 km	53 kph	

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	N14.88617 W16.67107	06/12/2014 12:18:24 	33 m			10 m	0:00:01	37 kph	152° true
Trackpoint	N14.88579 W16.67096	06/12/2014 12:18:28 	33 m			44 m	0:00:04	40 kph	164° true
Trackpoint	N14.88451 W16.67076	06/12/2014 12:18:36 	33 m			143 m	0:00:08	65 kph	171° true
Trackpoint	N14.88307 W16.67071	06/12/2014 12:18:43 	34 m			160 m	0:00:07	83 kph	178° true
Trackpoint	N14.88186 W16.67061	06/12/2014 12:18:49 	34 m			135 m	0:00:06	81 kph	175° true
Trackpoint	N14.88076 W16.67043	06/12/2014 12:18:55 	33 m			124 m	0:00:06	74 kph	171° true
Trackpoint	N14.87958 W16.67049	06/12/2014 12:19:01 	34 m			132 m	0:00:06	79 kph	182° true
Trackpoint	N14.87908 W16.67054	06/12/2014 12:19:04 	34 m			56 m	0:00:03	67 kph	186° true
Trackpoint	N14.87875 W16.67053	06/12/2014 12:19:06 	33 m			37 m	0:00:02	67 kph	179° true
Trackpoint	N14.87802 W16.67057	06/12/2014 12:19:10 	32 m			81 m	0:00:04	73 kph	183° true
Trackpoint	N14.87708 W16.67050	06/12/2014 12:19:15 	32 m			104 m	0:00:05	75 kph	176° true
Trackpoint	N14.87620 W16.67049	06/12/2014 12:19:21 	31 m			98 m	0:00:06	59 kph	179° true
Trackpoint	N14.87616 W16.67032	06/12/2014 12:19:26 	31 m			19 m	0:00:05	13 kph	104° true
Trackpoint	N14.87664 W16.66976	06/12/2014 12:19:33 	33 m			81 m	0:00:07	42 kph	49° true
Trackpoint	N14.87673 W16.66964	06/12/2014 12:19:34 	33 m			16 m	0:00:01	58 kph	51° true
Trackpoint	N14.87698 W16.66910	06/12/2014 12:19:38 	34 m			64 m	0:00:04	58 kph	64° true
Trackpoint	N14.87732 W16.66848	06/12/2014 12:19:42 	34 m			77 m	0:00:04	69 kph	60° true
Trackpoint	N14.87793 W16.66726	06/12/2014 12:19:49 	35 m			148 m	0:00:07	76 kph	63° true
Trackpoint	N14.87799 W16.66708	06/12/2014 12:19:50 	35 m			20 m	0:00:01	71 kph	69° true
Trackpoint	N14.87809 W16.66615	06/12/2014 12:19:56 	37 m			101 m	0:00:06	61 kph	84° true
Trackpoint	N14.87825 W16.66529	06/12/2014 12:20:02 	37 m			94 m	0:00:06	56 kph	79° true
Trackpoint	N14.87833 W16.66418	06/12/2014 12:20:09 	39 m			120 m	0:00:07	62 kph	86° true
Trackpoint	N14.87837 W16.66388	06/12/2014 12:20:12 	38 m			33 m	0:00:03	39 kph	82° true
Trackpoint	N14.87851 W16.66357	06/12/2014 12:20:15 	38 m			37 m	0:00:03	44 kph	64° true
Trackpoint	N14.87853 W16.66289	06/12/2014 12:20:21 	38 m			74 m	0:00:06	44 kph	88° true
Trackpoint	N14.87854 W16.66259	06/12/2014 12:20:23 	39 m			32 m	0:00:02	57 kph	88° true
Trackpoint	N14.87827 W16.66199	06/12/2014 12:20:28 	38 m			72 m	0:00:05	52 kph	116° true
Trackpoint	N14.87756 W16.66107	06/12/2014 12:20:35 	38 m			126 m	0:00:07	65 kph	128° true
Trackpoint	N14.87691 W16.66007	06/12/2014 12:20:42 	38 m			130 m	0:00:07	67 kph	124° true
Trackpoint	N14.87651 W16.65962	06/12/2014 12:20:49 	37 m			66 m	0:00:07	34 kph	132° true
Trackpoint	N14.87618 W16.65923	06/12/2014 12:20:56 	38 m			56 m	0:00:07	29 kph	132° true
Trackpoint	N14.87592 W16.65924	06/12/2014 12:21:02 	37 m			28 m	0:00:06	17 kph	183° true
Trackpoint	N14.87586 W16.65933	06/12/2014 12:21:04 	37 m			12 m	0:00:02	21 kph	234° true
Trackpoint	N14.87565 W16.65927	06/12/2014 12:21:11 	36 m			24 m	0:00:07	13 kph	165° true
Trackpoint	N14.87560 W16.65915	06/12/2014 12:21:14 	36 m			14 m	0:00:03	17 kph	109° true
Trackpoint	N14.87560 W16.65899	06/12/2014 12:21:18 	36 m			17 m	0:00:04	16 kph	93° true
Trackpoint	N14.87562 W16.65876	06/12/2014 12:21:22 	36 m			25 m	0:00:04	22 kph	84° true
Trackpoint	N14.87564 W16.65839	06/12/2014 12:21:27 	39 m			40 m	0:00:05	29 kph	87° true
Trackpoint	N14.87528 W16.65769	06/12/2014 12:21:37 	37 m			85 m	0:00:10	31 kph	118° true
Trackpoint	N14.87490 W16.65696	06/12/2014 12:21:42 	36 m			89 m	0:00:05	64 kph	118° true
Trackpoint	N14.87462 W16.65557	06/12/2014 12:21:49 	37 m			152 m	0:00:07	78 kph	102° true
Trackpoint	N14.87444 W16.65505	06/12/2014 12:21:52 	38 m			59 m	0:00:03	71 kph	109° true
Trackpoint	N14.87411 W16.65390	06/12/2014 12:21:59 	38 m			130 m	0:00:07	67 kph	107° true
Trackpoint	N14.87400 W16.65351	06/12/2014 12:22:01 	38 m			43 m	0:00:02	78 kph	106° true
Trackpoint	N14.87345 W16.65190	06/12/2014 12:22:09 	37 m			183 m	0:00:08	83 kph	109° true
Trackpoint	N14.87314 W16.65084	06/12/2014 12:22:15 	40 m			120 m	0:00:06	72 kph	107° true
Trackpoint	N14.87300 W16.65044	06/12/2014 12:22:18 	39 m			45 m	0:00:03	54 kph	110° true
Trackpoint	N14.87259 W16.64989	06/12/2014 12:22:26 	39 m			75 m	0:00:08	34 kph	127° true
Trackpoint	N14.87241 W16.64946	06/12/2014 12:22:31 	39 m			51 m	0:00:05	36 kph	114° true
Trackpoint	N14.87217 W16.64909	06/12/2014 12:22:36 	40 m			48 m	0:00:05	34 kph	123° true
Trackpoint	N14.87136 W16.64837	06/12/2014 12:22:46 	39 m			119 m	0:00:10	43 kph	140° true
Trackpoint	N14.87087 W16.64785	06/12/2014 12:22:50 	38 m			78 m	0:00:04	70 kph	134° true
Trackpoint	N14.87003 W16.64686	06/12/2014 12:22:57 	38 m			142 m	0:00:07	73 kph	131° true
Trackpoint	N14.86982 W16.64656	06/12/2014 12:22:59 	38 m			39 m	0:00:02	71 kph	126° true
Trackpoint	N14.86959 W16.64622	06/12/2014 12:23:01 	39 m			45 m	0:00:02	80 kph	126° true
Trackpoint	N14.86901 W16.64555	06/12/2014 12:23:05 	39 m			97 m	0:00:04	87 kph	132° true
Trackpoint	N14.86852 W16.64514	06/12/2014 12:23:08 	38 m			70 m	0:00:03	84 kph	141° true
Trackpoint	N14.86800 W16.64468	06/12/2014 12:23:11 	37 m			76 m	0:00:03	92 kph	139° true
Trackpoint	N14.86746 W16.64430	06/12/2014 12:23:14 	37 m			72 m	0:00:03	87 kph	146° true
Trackpoint	N14.86626 W16.64294	06/12/2014 12:23:22 	38 m			199 m	0:00:08	89 kph	132° true
Trackpoint	N14.86504 W16.64184	06/12/2014 12:23:29 	36 m			180 m	0:00:07	93 kph	139° true
Trackpoint	N14.86426 W16.64130	06/12/2014 12:23:34 	36 m			104 m	0:00:05	75 kph	146° true
Trackpoint	N14.86377 W16.64091	06/12/2014 12:23:37 	37 m			69 m	0:00:03	83 kph	142° true
Trackpoint	N14.86273 W16.64007	06/12/2014 12:23:44 	38 m			147 m	0:00:07	75 kph	142° true
Trackpoint	N14.86243 W16.63987	06/12/2014 12:23:46 	38 m			41 m	0:00:02	73 kph	148° true
Trackpoint	N14.86204 W16.63947	06/12/2014 12:23:49 	37 m			61 m	0:00:03	73 kph	135° true
Trackpoint	N14.86086 W16.63880	06/12/2014 12:23:56 	35 m			150 m	0:00:07	77 kph	151° true
Trackpoint	N14.86056 W16.63861	06/12/2014 12:23:58 	35 m			39 m	0:00:02	71 kph	149° true
Trackpoint	N14.86006 W16.63838	06/12/2014 12:24:02 	35 m			60 m	0:00:04	54 kph	156° true
Trackpoint	N14.85974 W16.63822	06/12/2014 12:24:05 	35 m			40 m	0:00:03	48 kph	154° true
Trackpoint	N14.85982 W16.63809	06/12/2014 12:24:10 	36 m			16 m	0:00:05	12 kph	58° true
Trackpoint	N14.85989 W16.63812	06/12/2014 12:24:11 	36 m			9 m	0:00:01	34 kph	335° true
Trackpoint	N14.86085 W16.63816	06/12/2014 12:24:18 	36 m			107 m	0:00:07	55 kph	358° true
Trackpoint	N14.86120 W16.63802	06/12/2014 12:24:20 	37 m			41 m	0:00:02	74 kph	20° true
Trackpoint	N14.86293 W16.63742	06/12/2014 12:24:28 	37 m			203 m	0:00:08	91 kph	19° true
Trackpoint	N14.86454 W16.63674	06/12/2014 12:24:35 	37 m			195 m	0:00:07	100 kph	22° true
Trackpoint	N14.86541 W16.63626	06/12/2014 12:24:39 	37 m			109 m	0:00:04	98 kph	28° true
Trackpoint	N14.86620 W16.63594	06/12/2014 12:24:44 	38 m			95 m	0:00:05	68 kph	21° true
Trackpoint	N14.86759 W16.63574	06/12/2014 12:24:52 	38 m			156 m	0:00:08	70 kph	8° true
Trackpoint	N14.86838 W16.63563	06/12/2014 12:24:56 	37 m			89 m	0:00:04	80 kph	8° true
Trackpoint	N14.86896 W16.63561	06/12/2014 12:24:59 	38 m			65 m	0:00:03	77 kph	2° true
Trackpoint	N14.87000 W16.63568	06/12/2014 12:25:04 	38 m			116 m	0:00:05	84 kph	356° true
Trackpoint	N14.87072 W16.63547	06/12/2014 12:25:08 	38 m			83 m	0:00:04	74 kph	16° true
Trackpoint	N14.87151 W16.63515	06/12/2014 12:25:12 	38 m			95 m	0:00:04	86 kph	21° true
Trackpoint	N14.87300 W16.63489	06/12/2014 12:25:19 	39 m			168 m	0:00:07	86 kph	9° true
Trackpoint	N14.87366 W16.63472	06/12/2014 12:25:23 	39 m			76 m	0:00:04	68 kph	14° true
Trackpoint	N14.87387 W16.63437	06/12/2014 12:25:28 	39 m			45 m	0:00:05	32 kph	59° true
Trackpoint	N14.87403 W16.63373	06/12/2014 12:25:33 	39 m			71 m	0:00:05	51 kph	75° true
Trackpoint	N14.87414 W16.63303	06/12/2014 12:25:37 	40 m			75 m	0:00:04	68 kph	81° true
Trackpoint	N14.87427 W16.63258	06/12/2014 12:25:40 	40 m			52 m	0:00:03	62 kph	74° true
Trackpoint	N14.87446 W16.63161	06/12/2014 12:25:45 	40 m			106 m	0:00:05	76 kph	79° true
Trackpoint	N14.87499 W16.63027	06/12/2014 12:25:52 	41 m			156 m	0:00:07	80 kph	67° true
Trackpoint	N14.87514 W16.62987	06/12/2014 12:25:54 	42 m			46 m	0:00:02	83 kph	69° true
Trackpoint	N14.87522 W16.62951	06/12/2014 12:25:56 	42 m			40 m	0:00:02	72 kph	78° true
Trackpoint	N14.87572 W16.62797	06/12/2014 12:26:04 	43 m			175 m	0:00:08	79 kph	71° true
Trackpoint	N14.87605 W16.62672	06/12/2014 12:26:10 	44 m			140 m	0:00:06	84 kph	75° true
Trackpoint	N14.87637 W16.62536	06/12/2014 12:26:17 	45 m			151 m	0:00:07	78 kph	76° true
Trackpoint	N14.87644 W16.62515	06/12/2014 12:26:18 	44 m			23 m	0:00:01	84 kph	71° true
Trackpoint	N14.87653 W16.62443	06/12/2014 12:26:22 	46 m			79 m	0:00:04	71 kph	83° true
Trackpoint	N14.87690 W16.62303	06/12/2014 12:26:29 	46 m			156 m	0:00:07	80 kph	75° true
Trackpoint	N14.87728 W16.62183	06/12/2014 12:26:35 	46 m			136 m	0:00:06	82 kph	72° true
Trackpoint	N14.87736 W16.62041	06/12/2014 12:26:42 	46 m			153 m	0:00:07	79 kph	87° true
Trackpoint	N14.87736 W16.61960	06/12/2014 12:26:46 	45 m			87 m	0:00:04	78 kph	90° true
Trackpoint	N14.87736 W16.61815	06/12/2014 12:26:54 	43 m			156 m	0:00:08	70 kph	90° true
Trackpoint	N14.87737 W16.61755	06/12/2014 12:26:57 	43 m			64 m	0:00:03	77 kph	90° true
Trackpoint	N14.87727 W16.61693	06/12/2014 12:27:01 	44 m			68 m	0:00:04	61 kph	100° true
Trackpoint	N14.87721 W16.61646	06/12/2014 12:27:04 	44 m			51 m	0:00:03	61 kph	97° true
Trackpoint	N14.87706 W16.61625	06/12/2014 12:27:08 	44 m			28 m	0:00:04	25 kph	126° true
Trackpoint	N14.87680 W16.61614	06/12/2014 12:27:12 	43 m			32 m	0:00:04	29 kph	159° true
Trackpoint	N14.87630 W16.61605	06/12/2014 12:27:20 	41 m			56 m	0:00:08	25 kph	169° true
Trackpoint	N14.87617 W16.61595	06/12/2014 12:27:23 	41 m			18 m	0:00:03	21 kph	143° true
Trackpoint	N14.87600 W16.61577	06/12/2014 12:27:27 	41 m			27 m	0:00:04	25 kph	134° true
Trackpoint	N14.87589 W16.61551	06/12/2014 12:27:31 	42 m			30 m	0:00:04	27 kph	115° true
Trackpoint	N14.87543 W16.61471	06/12/2014 12:27:40 	44 m			100 m	0:00:09	40 kph	121° true
Trackpoint	N14.87538 W16.61462	06/12/2014 12:27:41 	44 m			11 m	0:00:01	40 kph	115° true
Trackpoint	N14.87536 W16.61401	06/12/2014 12:27:49 	44 m			65 m	0:00:08	29 kph	93° true
Trackpoint	N14.87536 W16.61388	06/12/2014 12:27:51 	45 m			14 m	0:00:02	25 kph	90° true
Trackpoint	N14.87544 W16.61361	06/12/2014 12:27:55 	44 m			30 m	0:00:04	27 kph	71° true
Trackpoint	N14.87567 W16.61250	06/12/2014 12:28:09 	48 m			123 m	0:00:14	32 kph	78° true
Trackpoint	N14.87584 W16.61157	06/12/2014 12:28:21 	48 m			102 m	0:00:12	31 kph	79° true
Trackpoint	N14.87590 W16.61114	06/12/2014 12:28:26 	48 m			46 m	0:00:05	33 kph	82° true
Trackpoint	N14.87579 W16.61082	06/12/2014 12:28:30 	47 m			37 m	0:00:04	33 kph	108° true
Trackpoint	N14.87579 W16.61062	06/12/2014 12:28:37 	47 m			21 m	0:00:07	11 kph	91° true
Trackpoint	N14.87593 W16.61047	06/12/2014 12:28:46 	47 m			22 m	0:00:09	9 kph	46° true
Trackpoint	N14.87597 W16.61009	06/12/2014 12:28:51 	47 m			42 m	0:00:05	30 kph	84° true
Trackpoint	N14.87579 W16.60878	06/12/2014 12:29:03 	49 m			142 m	0:00:12	43 kph	98° true
Trackpoint	N14.87569 W16.60846	06/12/2014 12:29:05 	48 m			36 m	0:00:02	64 kph	107° true
Trackpoint	N14.87508 W16.60699	06/12/2014 12:29:13 	49 m			172 m	0:00:08	78 kph	113° true
Trackpoint	N14.87491 W16.60663	06/12/2014 12:29:15 	50 m			43 m	0:00:02	77 kph	116° true
Trackpoint	N14.87462 W16.60578	06/12/2014 12:29:20 	48 m			98 m	0:00:05	70 kph	109° true
Trackpoint	N14.87443 W16.60522	06/12/2014 12:29:23 	49 m			63 m	0:00:03	76 kph	110° true
Trackpoint	N14.87360 W16.60374	06/12/2014 12:29:30 	50 m			185 m	0:00:07	95 kph	120° true
Trackpoint	N14.87334 W16.60313	06/12/2014 12:29:33 	50 m			72 m	0:00:03	87 kph	113° true
Trackpoint	N14.87285 W16.60211	06/12/2014 12:29:39 	50 m			122 m	0:00:06	73 kph	117° true
Trackpoint	N14.87227 W16.60145	06/12/2014 12:29:43 	49 m			96 m	0:00:04	87 kph	132° true
Trackpoint	N14.87203 W16.60108	06/12/2014 12:29:45 	49 m			48 m	0:00:02	86 kph	125° true
Trackpoint	N14.87063 W16.59954	06/12/2014 12:29:53 	52 m			227 m	0:00:08	102 kph	133° true
Trackpoint	N14.86981 W16.59847	06/12/2014 12:29:59 	53 m			147 m	0:00:06	88 kph	129° true
Trackpoint	N14.86945 W16.59791	06/12/2014 12:30:02 	52 m			73 m	0:00:03	87 kph	123° true
Trackpoint	N14.86904 W16.59732	06/12/2014 12:30:05 	53 m			77 m	0:00:03	93 kph	126° true
Trackpoint	N14.86881 W16.59677	06/12/2014 12:30:08 	53 m			65 m	0:00:03	77 kph	114° true
Trackpoint	N14.86822 W16.59583	06/12/2014 12:30:13 	50 m			121 m	0:00:05	87 kph	123° true
Trackpoint	N14.86755 W16.59507	06/12/2014 12:30:18 	50 m			110 m	0:00:05	79 kph	133° true
Trackpoint	N14.86728 W16.59422	06/12/2014 12:30:23 	50 m			96 m	0:00:05	69 kph	108° true
Trackpoint	N14.86728 W16.59402	06/12/2014 12:30:24 	50 m			22 m	0:00:01	81 kph	91° true
Trackpoint	N14.86727 W16.59359	06/12/2014 12:30:26 	50 m			46 m	0:00:02	83 kph	90° true
Trackpoint	N14.86741 W16.59274	06/12/2014 12:30:30 	50 m			93 m	0:00:04	84 kph	80° true
Trackpoint	N14.86741 W16.59116	06/12/2014 12:30:37 	50 m			170 m	0:00:07	87 kph	90° true
Trackpoint	N14.86721 W16.59026	06/12/2014 12:30:42 	51 m			99 m	0:00:05	72 kph	103° true
Trackpoint	N14.86725 W16.58875	06/12/2014 12:30:49 	50 m			163 m	0:00:07	84 kph	88° true
Trackpoint	N14.86731 W16.58828	06/12/2014 12:30:53 	51 m			51 m	0:00:04	46 kph	83° true
Trackpoint	N14.86740 W16.58750	06/12/2014 12:30:59 	51 m			84 m	0:00:06	50 kph	83° true
Trackpoint	N14.86757 W16.58602	06/12/2014 12:31:06 	51 m			161 m	0:00:07	83 kph	83° true
Trackpoint	N14.86784 W16.58446	06/12/2014 12:31:13 	52 m			171 m	0:00:07	88 kph	80° true
Trackpoint	N14.86800 W16.58296	06/12/2014 12:31:19 	53 m			162 m	0:00:06	97 kph	84° true
Trackpoint	N14.86829 W16.58135	06/12/2014 12:31:26 	52 m			176 m	0:00:07	91 kph	79° true
Trackpoint	N14.86842 W16.58046	06/12/2014 12:31:30 	51 m			96 m	0:00:04	87 kph	81° true
Trackpoint	N14.86842 W16.57890	06/12/2014 12:31:37 	49 m			169 m	0:00:07	87 kph	90° true
Trackpoint	N14.86809 W16.57824	06/12/2014 12:31:42 	48 m			80 m	0:00:05	57 kph	118° true
Trackpoint	N14.86778 W16.57775	06/12/2014 12:31:45 	49 m			63 m	0:00:03	75 kph	123° true
Trackpoint	N14.86755 W16.57751	06/12/2014 12:31:47 	49 m			36 m	0:00:02	66 kph	135° true
Trackpoint	N14.86687 W16.57627	06/12/2014 12:31:55 	47 m			153 m	0:00:08	69 kph	120° true
Trackpoint	N14.86680 W16.57584	06/12/2014 12:32:00 	47 m			47 m	0:00:05	34 kph	99° true
Trackpoint	N14.86695 W16.57494	06/12/2014 12:32:10 	48 m			99 m	0:00:10	36 kph	81° true
Trackpoint	N14.86694 W16.57456	06/12/2014 12:32:14 	49 m			40 m	0:00:04	36 kph	91° true
Trackpoint	N14.86686 W16.57416	06/12/2014 12:32:18 	49 m			44 m	0:00:04	40 kph	102° true
Trackpoint	N14.86658 W16.57349	06/12/2014 12:32:24 	48 m			78 m	0:00:06	47 kph	114° true
Trackpoint	N14.86642 W16.57322	06/12/2014 12:32:26 	47 m			34 m	0:00:02	61 kph	121° true
Trackpoint	N14.86619 W16.57296	06/12/2014 12:32:28 	47 m			38 m	0:00:02	68 kph	131° true
Trackpoint	N14.86599 W16.57263	06/12/2014 12:32:30 	47 m			42 m	0:00:02	76 kph	123° true
Trackpoint	N14.86491 W16.57138	06/12/2014 12:32:38 	45 m			180 m	0:00:08	81 kph	132° true
Trackpoint	N14.86386 W16.57038	06/12/2014 12:32:45 	43 m			160 m	0:00:07	82 kph	137° true
Trackpoint	N14.86340 W16.57012	06/12/2014 12:32:49 	42 m			58 m	0:00:04	52 kph	152° true
Trackpoint	N14.86282 W16.56997	06/12/2014 12:32:54 	41 m			66 m	0:00:05	48 kph	166° true
Trackpoint	N14.86240 W16.56981	06/12/2014 12:32:59 	40 m			50 m	0:00:05	36 kph	160° true
Trackpoint	N14.86179 W16.56953	06/12/2014 12:33:06 	39 m			75 m	0:00:07	38 kph	157° true
Trackpoint	N14.86152 W16.56921	06/12/2014 12:33:09 	41 m			46 m	0:00:03	56 kph	131° true
Trackpoint	N14.86086 W16.56820	06/12/2014 12:33:18 	42 m			131 m	0:00:09	52 kph	124° true
Trackpoint	N14.86075 W16.56809	06/12/2014 12:33:19 	41 m			17 m	0:00:01	60 kph	138° true
Trackpoint	N14.85974 W16.56781	06/12/2014 12:33:25 	41 m			117 m	0:00:06	70 kph	165° true
Trackpoint	N14.85960 W16.56780	06/12/2014 12:33:26 	41 m			16 m	0:00:01	58 kph	176° true
Trackpoint	N14.85915 W16.56757	06/12/2014 12:33:31 	41 m			55 m	0:00:05	40 kph	154° true
Trackpoint	N14.85911 W16.56746	06/12/2014 12:33:32 	42 m			13 m	0:00:01	47 kph	108° true
Trackpoint	N14.85902 W16.56712	06/12/2014 12:33:35 	43 m			38 m	0:00:03	46 kph	106° true
Trackpoint	N14.85873 W16.56672	06/12/2014 12:33:39 	44 m			54 m	0:00:04	48 kph	127° true
Trackpoint	N14.85778 W16.56609	06/12/2014 12:33:46 	45 m			126 m	0:00:07	65 kph	148° true
Trackpoint	N14.85645 W16.56545	06/12/2014 12:33:53 	43 m			163 m	0:00:07	84 kph	155° true
Trackpoint	N14.85564 W16.56480	06/12/2014 12:33:58 	42 m			114 m	0:00:05	82 kph	142° true
Trackpoint	N14.85468 W16.56395	06/12/2014 12:34:05 	44 m			140 m	0:00:07	72 kph	139° true
Trackpoint	N14.85460 W16.56360	06/12/2014 12:34:09 	44 m			39 m	0:00:04	35 kph	103° true
Trackpoint	N14.85465 W16.56335	06/12/2014 12:34:11 	44 m			28 m	0:00:02	50 kph	79° true
Trackpoint	N14.85481 W16.56210	06/12/2014 12:34:18 	46 m			135 m	0:00:07	70 kph	82° true
Trackpoint	N14.85490 W16.56055	06/12/2014 12:34:25 	48 m			168 m	0:00:07	86 kph	87° true
Trackpoint	N14.85497 W16.56016	06/12/2014 12:34:27 	49 m			43 m	0:00:02	77 kph	79° true
Trackpoint	N14.85509 W16.55919	06/12/2014 12:34:32 	49 m			105 m	0:00:05	76 kph	83° true
Trackpoint	N14.85493 W16.55774	06/12/2014 12:34:39 	51 m			157 m	0:00:07	81 kph	97° true
Trackpoint	N14.85491 W16.55646	06/12/2014 12:34:45 	51 m			138 m	0:00:06	83 kph	91° true
Trackpoint	N14.85541 W16.55514	06/12/2014 12:34:52 	51 m			153 m	0:00:07	79 kph	69° true
Trackpoint	N14.85549 W16.55497	06/12/2014 12:34:53 	50 m			20 m	0:00:01	70 kph	64° true
Trackpoint	N14.85559 W16.55405	06/12/2014 12:34:58 	50 m			100 m	0:00:05	72 kph	84° true
Trackpoint	N14.85547 W16.55244	06/12/2014 12:35:05 	52 m			174 m	0:00:07	89 kph	94° true
Trackpoint	N14.85548 W16.55096	06/12/2014 12:35:11 	50 m			159 m	0:00:06	95 kph	90° true
Trackpoint	N14.85557 W16.55008	06/12/2014 12:35:15 	50 m			95 m	0:00:04	86 kph	84° true
Trackpoint	N14.85554 W16.54940	06/12/2014 12:35:18 	52 m			73 m	0:00:03	88 kph	93° true
Trackpoint	N14.85570 W16.54840	06/12/2014 12:35:23 	49 m			109 m	0:00:05	78 kph	81° true
Trackpoint	N14.85607 W16.54695	06/12/2014 12:35:30 	48 m			162 m	0:00:07	83 kph	75° true
Trackpoint	N14.85620 W16.54598	06/12/2014 12:35:35 	51 m			106 m	0:00:05	76 kph	82° true
Trackpoint	N14.85628 W16.54540	06/12/2014 12:35:40 	50 m			63 m	0:00:05	45 kph	82° true
Trackpoint	N14.85636 W16.54515	06/12/2014 12:35:42 	50 m			28 m	0:00:02	50 kph	69° true
Trackpoint	N14.85643 W16.54456	06/12/2014 12:35:46 	50 m			64 m	0:00:04	58 kph	84° true
Trackpoint	N14.85640 W16.54420	06/12/2014 12:35:48 	51 m			39 m	0:00:02	69 kph	95° true
Trackpoint	N14.85641 W16.54369	06/12/2014 12:35:51 	52 m			56 m	0:00:03	67 kph	89° true
Trackpoint	N14.85653 W16.54264	06/12/2014 12:35:57 	52 m			113 m	0:00:06	68 kph	83° true
Trackpoint	N14.85667 W16.54193	06/12/2014 12:36:01 	51 m			78 m	0:00:04	70 kph	78° true
Trackpoint	N14.85669 W16.54157	06/12/2014 12:36:03 	50 m			39 m	0:00:02	70 kph	86° true
Trackpoint	N14.85684 W16.54100	06/12/2014 12:36:07 	49 m			64 m	0:00:04	57 kph	75° true
Trackpoint	N14.85703 W16.54047	06/12/2014 12:36:10 	49 m			61 m	0:00:03	73 kph	70° true
Trackpoint	N14.85730 W16.53929	06/12/2014 12:36:17 	49 m			131 m	0:00:07	67 kph	77° true
Trackpoint	N14.85735 W16.53901	06/12/2014 12:36:19 	50 m			30 m	0:00:02	55 kph	79° true
Trackpoint	N14.85715 W16.53889	06/12/2014 12:36:24 	50 m			26 m	0:00:05	19 kph	149° true
Trackpoint	N14.85706 W16.53888	06/12/2014 12:36:25 	50 m			10 m	0:00:01	35 kph	173° true
Trackpoint	N14.85676 W16.53882	06/12/2014 12:36:28 	50 m			34 m	0:00:03	41 kph	169° true
Trackpoint	N14.85627 W16.53824	06/12/2014 12:36:34 	51 m			83 m	0:00:06	50 kph	132° true
Trackpoint	N14.85621 W16.53810	06/12/2014 12:36:35 	51 m			16 m	0:00:01	59 kph	112° true
Trackpoint	N14.85597 W16.53741	06/12/2014 12:36:40 	49 m			79 m	0:00:05	57 kph	110° true
Trackpoint	N14.85566 W16.53693	06/12/2014 12:36:46 	48 m			61 m	0:00:06	37 kph	123° true
Trackpoint	N14.85511 W16.53677	06/12/2014 12:36:50 	47 m			64 m	0:00:04	57 kph	165° true
Trackpoint	N14.85376 W16.53634	06/12/2014 12:36:57 	48 m			158 m	0:00:07	81 kph	163° true
Trackpoint	N14.85261 W16.53575	06/12/2014 12:37:03 	47 m			142 m	0:00:06	85 kph	154° true
Trackpoint	N14.85124 W16.53524	06/12/2014 12:37:10 	46 m			162 m	0:00:07	83 kph	160° true
Trackpoint	N14.85055 W16.53469	06/12/2014 12:37:15 	48 m			98 m	0:00:05	70 kph	142° true
Trackpoint	N14.85018 W16.53452	06/12/2014 12:37:18 	46 m			45 m	0:00:03	54 kph	157° true
Trackpoint	N14.84925 W16.53399	06/12/2014 12:37:24 	47 m			118 m	0:00:06	71 kph	151° true
Trackpoint	N14.84786 W16.53312	06/12/2014 12:37:32 	46 m			181 m	0:00:08	81 kph	149° true
Trackpoint	N14.84773 W16.53303	06/12/2014 12:37:33 	45 m			17 m	0:00:01	60 kph	146° true
Trackpoint	N14.84657 W16.53273	06/12/2014 12:37:40 	43 m			134 m	0:00:07	69 kph	166° true
Trackpoint	N14.84525 W16.53232	06/12/2014 12:37:46 	45 m			153 m	0:00:06	92 kph	163° true
Trackpoint	N14.84380 W16.53196	06/12/2014 12:37:52 	43 m			166 m	0:00:06	100 kph	167° true
Trackpoint	N14.84179 W16.53148	06/12/2014 12:38:00 	41 m			230 m	0:00:08	103 kph	167° true
Trackpoint	N14.84097 W16.53138	06/12/2014 12:38:04 	40 m			92 m	0:00:04	83 kph	174° true
Trackpoint	N14.84026 W16.53142	06/12/2014 12:38:09 	41 m			80 m	0:00:05	58 kph	183° true
Trackpoint	N14.84026 W16.53121	06/12/2014 12:38:13 	42 m			22 m	0:00:04	20 kph	89° true
Trackpoint	N14.84039 W16.53075	06/12/2014 12:38:19 	44 m			52 m	0:00:06	31 kph	74° true
Trackpoint	N14.84023 W16.53041	06/12/2014 12:38:26 	45 m			40 m	0:00:07	21 kph	116° true
Trackpoint	N14.83991 W16.53011	06/12/2014 12:38:30 	46 m			48 m	0:00:04	43 kph	137° true
Trackpoint	N14.83970 W16.52996	06/12/2014 12:38:32 	45 m			28 m	0:00:02	51 kph	145° true
Trackpoint	N14.83944 W16.52940	06/12/2014 12:38:37 	43 m			67 m	0:00:05	48 kph	116° true
